 -1.0900000e-001  5.3800000e+001
  0.0000000e+000  5.3600000e+001
  1.7800000e-001  5.3500000e+001
  3.3900000e-001  5.3500000e+001
  3.7300000e-001  5.3400000e+001
  4.4100000e-001  5.3100000e+001
  4.6100000e-001  5.2700000e+001
  3.4800000e-001  5.2400000e+001
  1.2700000e-001  5.2200000e+001
 -1.8000000e-001  5.2000000e+001
 -5.8800000e-001  5.2000000e+001
 -1.0550000e+000  5.2400000e+001
 -1.4210000e+000  5.3000000e+001
 -1.5200000e+000  5.4000000e+001
 -1.3020000e+000  5.4900000e+001
 -8.1400000e-001  5.6000000e+001
 -4.7500000e-001  5.6800000e+001
 -1.9300000e-001  5.6800000e+001
  8.8000000e-002  5.6400000e+001
  4.3500000e-001  5.5700000e+001
  7.7100000e-001  5.5000000e+001
  8.6600000e-001  5.4300000e+001
  8.7500000e-001  5.3200000e+001
  8.9100000e-001  5.2300000e+001
  9.8700000e-001  5.1600000e+001
  1.2630000e+000  5.1200000e+001
  1.7750000e+000  5.0800000e+001
  1.9760000e+000  5.0500000e+001
  1.9340000e+000  5.0000000e+001
  1.8660000e+000  4.9200000e+001
  1.8320000e+000  4.8400000e+001
  1.7670000e+000  4.7900000e+001
  1.6080000e+000  4.7600000e+001
  1.2650000e+000  4.7500000e+001
  7.9000000e-001  4.7500000e+001
  3.6000000e-001  4.7600000e+001
  1.1500000e-001  4.8100000e+001
  8.8000000e-002  4.9000000e+001
  3.3100000e-001  5.0000000e+001
  6.4500000e-001  5.1100000e+001
  9.6000000e-001  5.1800000e+001
  1.4090000e+000  5.1900000e+001
  2.6700000e+000  5.1700000e+001
  2.8340000e+000  5.1200000e+001
  2.8120000e+000  5.0000000e+001
  2.4830000e+000  4.8300000e+001
  1.9290000e+000  4.7000000e+001
  1.4850000e+000  4.5800000e+001
  1.2140000e+000  4.5600000e+001
  1.2390000e+000  4.6000000e+001
  1.6080000e+000  4.6900000e+001
  1.9050000e+000  4.7800000e+001
  2.0230000e+000  4.8200000e+001
  1.8150000e+000  4.8300000e+001
  5.3500000e-001  4.7900000e+001
  1.2200000e-001  4.7200000e+001
  9.0000000e-003  4.7200000e+001
  1.6400000e-001  4.8100000e+001
  6.7100000e-001  4.9400000e+001
  1.0190000e+000  5.0600000e+001
  1.1460000e+000  5.1500000e+001
  1.1550000e+000  5.1600000e+001
  1.1120000e+000  5.1200000e+001
  1.1210000e+000  5.0500000e+001
  1.2230000e+000  5.0100000e+001
  1.2570000e+000  4.9800000e+001
  1.1570000e+000  4.9600000e+001
  9.1300000e-001  4.9400000e+001
  6.2000000e-001  4.9300000e+001
  2.5500000e-001  4.9200000e+001
 -2.8000000e-001  4.9300000e+001
 -1.0800000e+000  4.9700000e+001
 -1.5510000e+000  5.0300000e+001
 -1.7990000e+000  5.1300000e+001
 -1.8250000e+000  5.2800000e+001
 -1.4560000e+000  5.4400000e+001
 -9.4400000e-001  5.6000000e+001
 -5.7000000e-001  5.6900000e+001
 -4.3100000e-001  5.7500000e+001
 -5.7700000e-001  5.7300000e+001
 -9.6000000e-001  5.6600000e+001
 -1.6160000e+000  5.6000000e+001
 -1.8750000e+000  5.5400000e+001
 -1.8910000e+000  5.5400000e+001
 -1.7460000e+000  5.6400000e+001
 -1.4740000e+000  5.7200000e+001
 -1.2010000e+000  5.8000000e+001
 -9.2700000e-001  5.8400000e+001
 -5.2400000e-001  5.8400000e+001
  4.0000000e-002  5.8100000e+001
